file,time,date,hr_bpm,pace_sec_per_km,pace_min_per_km,grade_percent,distance_m,duration_s,num_points,fits_criteria
19455177541.fit.gz,2026-05-02 17:47:39.500,2026-05-02,156.94444444444446,700.587084148728,11.676451402478799,12.524461839530332,255.5,179.0,180,False
19455177541.fit.gz,2026-05-02 17:50:39.500,2026-05-02,155.57222222222222,684.5124282982791,11.408540471637986,11.47227533460803,261.5,179.0,180,False
19455177541.fit.gz,2026-05-02 17:53:39.500,2026-05-02,145.63888888888889,603.7099494097807,10.061832490163011,7.419898819561552,296.5,179.0,180,False
19455177541.fit.gz,2026-05-02 17:56:39.500,2026-05-02,142.25555555555556,511.42857142857144,8.523809523809524,2.857142857142857,350.0,179.0,180,False
19455177541.fit.gz,2026-05-02 17:59:39.500,2026-05-02,145.06666666666666,528.023598820059,8.80039331366765,6.784660766961652,339.0,179.0,180,False
19455177541.fit.gz,2026-05-02 18:02:39.500,2026-05-02,155.4777777777778,519.5936139332365,8.659893565553942,4.644412191582003,344.5,179.0,180,False
19455177541.fit.gz,2026-05-02 18:05:39.500,2026-05-02,163.12777777777777,697.8557504873294,11.630929174788823,14.035087719298245,256.5,179.0,180,False
19455177541.fit.gz,2026-05-02 18:08:39.500,2026-05-02,154.2,653.2846715328468,10.88807785888078,10.94890510948905,274.0,179.0,180,False
19455177541.fit.gz,2026-05-02 18:11:39.500,2026-05-02,146.0611111111111,648.5507246376811,10.809178743961352,9.057971014492754,276.0,179.0,180,False
19455177541.fit.gz,2026-05-02 18:14:39.500,2026-05-02,144.8111111111111,685.823754789272,11.430395913154534,10.344827586206897,261.0,179.0,180,False
